OrderID,CustomerID,ProductID,OrderDate,Quantity,Price,TotalAmount
1290,587,377,2024-12-09,3,5796.02,17388.06
1641,692,377,2023-07-28,4,5796.02,23184.08
87,303,279,2023-11-30,4,1971.49,7885.96
423,570,279,2024-11-04,3,1971.49,5914.47
936,206,279,2024-12-17,1,1971.49,1971.49
1221,288,279,2023-08-13,2,1971.49,3942.98
1432,112,279,2024-10-15,1,1971.49,1971.49
1488,18,279,2024-10-14,3,1971.49,5914.47
1981,982,279,2024-03-06,1,1971.49,1971.49
2059,287,279,2024-09-22,2,1971.49,3942.98
2954,274,279,2024-05-15,2,1971.49,3942.98
2974,98,279,2024-03-13,1,1971.49,1971.49
88,327,171,2023-10-31,3,7284.59,21853.77
738,426,171,2023-08-14,3,7284.59,21853.77
765,597,171,2024-11-21,1,7284.59,7284.59
893,783,171,2023-11-22,1,7284.59,7284.59
1640,384,171,2023-09-14,2,7284.59,14569.18
1842,975,171,2024-03-08,3,7284.59,21853.77
2187,375,171,2024-10-04,2,7284.59,14569.18
2743,324,171,2023-06-09,3,7284.59,21853.77
2866,811,171,2023-04-06,2,7284.59,14569.18
89,154,134,2024-03-12,2,7845.64,15691.28
221,10,134,2023-02-26,2,7845.64,15691.28
256,638,134,2023-09-29,1,7845.64,7845.64
284,783,134,2024-12-11,4,7845.64,31382.56
343,997,134,2023-08-17,1,7845.64,7845.64
516,817,134,2024-01-14,4,7845.64,31382.56
1170,207,134,2024-12-30,3,7845.64,23536.920000000002
1243,851,134,2023-04-14,1,7845.64,7845.64
2138,504,134,2024-04-18,4,7845.64,31382.56
2993,412,134,2024-04-10,2,7845.64,15691.28
90,552,495,2023-11-19,1,5564.7,5564.7
147,830,495,2023-09-12,2,5564.7,11129.4
1007,485,495,2023-11-17,4,5564.7,22258.8
2412,992,495,2023-05-16,1,5564.7,5564.7
2575,681,495,2024-08-29,1,5564.7,5564.7
2719,610,495,2024-01-12,4,5564.7,22258.8
92,405,427,2024-01-28,1,8117.62,8117.62
168,342,427,2024-11-17,4,8117.62,32470.48
226,560,427,2024-11-23,4,8117.62,32470.48
684,21,427,2024-11-09,4,8117.62,32470.48
1045,736,427,2023-08-18,1,8117.62,8117.62
1669,107,427,2023-07-02,1,8117.62,8117.62
2518,869,427,2023-10-15,4,8117.62,32470.48
93,462,25,2024-08-21,1,1474.83,1474.83
134,290,25,2023-12-09,2,1474.83,2949.66
280,65,25,2023-01-26,2,1474.83,2949.66
324,958,25,2024-06-24,3,1474.83,4424.49
1042,791,25,2023-09-10,1,1474.83,1474.83
1160,166,25,2024-04-08,3,1474.83,4424.49
1430,355,25,2024-04-09,1,1474.83,1474.83
1877,192,25,2024-07-13,3,1474.83,4424.49
2534,848,25,2024-08-01,3,1474.83,4424.49
2836,987,25,2024-06-30,1,1474.83,1474.83
94,132,18,2023-05-29,4,7523.52,30094.08
726,881,18,2024-11-18,2,7523.52,15047.04
760,919,18,2024-03-13,4,7523.52,30094.08
1248,193,18,2024-06-05,3,7523.52,22570.56
1413,790,18,2024-02-22,2,7523.52,15047.04
1447,226,18,2024-11-14,2,7523.52,15047.04
1498,909,18,2024-09-28,3,7523.52,22570.56
1882,311,18,2024-11-11,2,7523.52,15047.04
2019,675,18,2023-08-18,2,7523.52,15047.04
2977,22,18,2024-07-06,4,7523.52,30094.08
95,791,190,2024-02-09,3,7366.89,22100.670000000002
308,851,190,2023-07-01,4,7366.89,29467.56
628,549,190,2024-01-31,3,7366.89,22100.670000000002
2938,246,190,2023-05-13,2,7366.89,14733.78
96,874,141,2023-10-10,4,1565.04,6260.16
412,714,141,2024-12-15,4,1565.04,6260.16
1848,890,141,2023-05-26,4,1565.04,6260.16
2170,256,141,2023-02-20,4,1565.04,6260.16
2838,673,141,2023-12-25,2,1565.04,3130.08
97,84,43,2023-12-28,3,4719.42,14158.26
983,485,43,2023-01-12,4,4719.42,18877.68
1853,112,43,2024-05-17,3,4719.42,14158.26
2386,984,43,2024-03-02,3,4719.42,14158.26
99,754,284,2023-07-17,4,5874.34,23497.36
530,176,284,2023-08-24,2,5874.34,11748.68
742,471,284,2023-11-14,2,5874.34,11748.68
1019,520,284,2023-09-03,4,5874.34,23497.36
1612,286,284,2024-06-05,4,5874.34,23497.36
100,628,146,2024-07-09,1,5970.84,5970.84
233,102,146,2024-05-02,1,5970.84,5970.84
300,270,146,2023-10-15,4,5970.84,23883.36
384,19,146,2024-06-01,1,5970.84,5970.84
771,606,146,2023-11-27,1,5970.84,5970.84
783,634,146,2023-04-28,4,5970.84,23883.36
1668,321,146,2024-09-14,1,5970.84,5970.84
1970,822,146,2024-04-05,1,5970.84,5970.84
2013,419,146,2023-06-19,1,5970.84,5970.84
2083,230,146,2023-03-04,1,5970.84,5970.84
2753,421,146,2023-11-16,1,5970.84,5970.84
2899,222,146,2024-03-20,1,5970.84,5970.84
2999,265,146,2023-10-06,2,5970.84,11941.68
101,109,315,2023-12-22,3,2762.78,8288.34
464,403,315,2023-12-30,1,2762.78,2762.78
544,924,315,2024-09-01,3,2762.78,8288.34
1931,278,315,2023-07-06,4,2762.78,11051.12
2007,887,315,2024-07-08,1,2762.78,2762.78
2311,146,315,2023-08-14,2,2762.78,5525.56
2626,940,315,2024-03-09,3,2762.78,8288.34
102,221,444,2024-06-23,2,9626.87,19253.74
179,909,444,2024-05-22,4,9626.87,38507.48
207,272,444,2023-03-31,2,9626.87,19253.74
358,124,444,2023-01-21,4,9626.87,38507.48
465,596,444,2023-04-22,2,9626.87,19253.74
1001,899,444,2024-07-08,2,9626.87,19253.74
1035,593,444,2024-02-29,1,9626.87,9626.87
1817,183,444,2023-05-29,4,9626.87,38507.48
2195,738,444,2024-01-23,3,9626.87,28880.61
103,904,319,2024-03-04,4,1137.6,4550.4
145,254,319,2023-12-07,2,1137.6,2275.2
825,930,319,2024-11-13,3,1137.6,3412.7999999999997
1137,451,319,2023-04-20,2,1137.6,2275.2
104,553,441,2023-01-17,4,7634.77,30539.08
1343,743,441,2023-11-22,3,7634.77,22904.31
2246,263,441,2023-03-15,4,7634.77,30539.08
2772,366,441,2023-10-25,1,7634.77,7634.77
105,368,92,2024-09-30,1,2167.75,2167.75
275,880,92,2023-04-11,2,2167.75,4335.5
1121,993,92,2024-03-01,1,2167.75,2167.75
1823,670,92,2024-11-15,1,2167.75,2167.75
1867,963,92,2023-06-18,1,2167.75,2167.75
2314,868,92,2024-04-01,3,2167.75,6503.25
2802,500,92,2023-03-05,2,2167.75,4335.5
107,112,56,2024-11-10,2,5834.74,11669.48
669,129,56,2023-01-31,2,5834.74,11669.48
756,558,56,2024-10-10,4,5834.74,23338.96
859,765,56,2023-03-21,4,5834.74,23338.96
1012,844,56,2024-10-26,2,5834.74,11669.48
1633,201,56,2024-05-25,2,5834.74,11669.48
2162,791,56,2024-09-16,1,5834.74,5834.74
2652,326,56,2024-03-31,4,5834.74,23338.96
108,615,155,2024-05-20,4,4721.14,18884.56
507,610,155,2023-12-05,4,4721.14,18884.56
1018,528,155,2023-09-10,1,4721.14,4721.14
1108,699,155,2023-06-14,1,4721.14,4721.14
1263,112,155,2023-11-13,3,4721.14,14163.420000000002
2171,727,155,2024-11-23,4,4721.14,18884.56
2450,96,155,2024-03-15,2,4721.14,9442.28
109,558,160,2023-03-17,3,1027.36,3082.08
111,494,137,2024-12-16,4,3325.65,13302.6
258,593,137,2024-02-28,4,3325.65,13302.6
370,97,137,2023-03-10,4,3325.65,13302.6
1064,622,137,2024-05-28,4,3325.65,13302.6
2748,878,137,2024-12-03,4,3325.65,13302.6
2814,576,137,2023-01-04,1,3325.65,3325.65
112,505,232,2023-09-05,4,6849.31,27397.24
216,254,232,2023-03-20,1,6849.31,6849.31
493,154,232,2023-04-29,2,6849.31,13698.62
1436,145,232,2024-11-07,1,6849.31,6849.31
1443,439,232,2024-12-15,1,6849.31,6849.31
1721,119,232,2023-07-23,1,6849.31,6849.31
2175,994,232,2024-08-08,2,6849.31,13698.62
2498,408,232,2023-02-10,3,6849.31,20547.93
114,836,468,2024-12-26,2,4643.74,9287.48
1791,835,468,2024-08-13,2,4643.74,9287.48
1905,717,468,2023-01-10,4,4643.74,18574.96
2049,732,468,2024-07-11,3,4643.74,13931.22
2721,275,468,2023-08-13,2,4643.74,9287.48
115,890,220,2023-08-03,3,7259.18,21777.54
177,169,220,2023-08-04,2,7259.18,14518.36
449,22,220,2024-11-17,4,7259.18,29036.72
497,79,220,2024-09-07,4,7259.18,29036.72
1415,31,220,2023-01-31,4,7259.18,29036.72
1605,272,220,2024-09-13,1,7259.18,7259.18
2018,612,220,2023-05-28,1,7259.18,7259.18
2045,836,220,2023-02-01,2,7259.18,14518.36
2520,728,220,2024-09-13,4,7259.18,29036.72
2962,186,220,2023-08-09,1,7259.18,7259.18
116,271,481,2023-06-07,3,3988.66,11965.98
332,89,481,2024-01-23,2,3988.66,7977.32
1039,396,481,2024-12-13,2,3988.66,7977.32
1128,276,481,2024-09-25,1,3988.66,3988.66
2364,580,481,2024-01-16,1,3988.66,3988.66
117,995,68,2023-03-10,1,543.31,543.31
790,540,68,2023-05-08,1,543.31,543.31
1190,74,68,2024-02-06,2,543.31,1086.62
1591,686,68,2023-02-21,4,543.31,2173.24
1800,163,68,2024-06-21,3,543.31,1629.9299999999998
2065,171,68,2024-02-10,2,543.31,1086.62
2611,326,68,2023-12-02,1,543.31,543.31
2676,171,68,2024-08-05,4,543.31,2173.24
2835,742,68,2024-05-16,4,543.31,2173.24
118,421,302,2024-01-28,1,518.69,518.69
905,194,302,2024-03-30,4,518.69,2074.76
1151,499,302,2023-10-26,2,518.69,1037.38
2168,47,302,2023-01-28,1,518.69,518.69
2476,474,302,2023-08-17,2,518.69,1037.38
2532,206,302,2024-05-02,1,518.69,518.69
119,897,249,2023-03-26,4,5534.91,22139.64
151,761,249,2024-06-20,3,5534.91,16604.73
286,544,249,2024-06-26,3,5534.91,16604.73
1797,464,249,2023-09-01,2,5534.91,11069.82
2181,586,249,2024-05-15,4,5534.91,22139.64
2479,12,249,2024-12-21,2,5534.91,11069.82
2510,340,249,2023-03-30,3,5534.91,16604.73
2604,909,249,2023-07-02,4,5534.91,22139.64
120,707,482,2023-09-24,1,8556.8,8556.8
316,453,482,2024-08-21,1,8556.8,8556.8
529,262,482,2023-01-06,4,8556.8,34227.2
692,803,482,2023-10-16,3,8556.8,25670.399999999998
864,416,482,2024-11-01,4,8556.8,34227.2
1616,498,482,2023-12-30,2,8556.8,17113.6
2605,251,482,2024-03-10,2,8556.8,17113.6
2619,508,482,2023-01-24,4,8556.8,34227.2
122,280,323,2024-09-02,3,4812.08,14436.24
780,938,323,2023-01-23,3,4812.08,14436.24
1898,30,323,2023-02-15,1,4812.08,4812.08
2193,116,323,2023-04-10,3,4812.08,14436.24
2877,559,323,2023-02-20,2,4812.08,9624.16
123,283,410,2023-12-13,3,5354.3,16062.900000000001
190,206,410,2024-05-12,3,5354.3,16062.900000000001
938,40,410,2024-04-29,4,5354.3,21417.2
1192,939,410,2023-06-25,3,5354.3,16062.900000000001
1381,919,410,2024-04-26,2,5354.3,10708.6
1502,390,410,2023-11-30,4,5354.3,21417.2
2326,534,410,2024-05-26,1,5354.3,5354.3
2585,616,410,2023-10-06,3,5354.3,16062.900000000001
2830,441,410,2023-05-26,1,5354.3,5354.3
126,189,464,2024-02-27,1,4126.07,4126.07
571,436,464,2023-12-14,4,4126.07,16504.28
750,285,464,2024-11-26,2,4126.07,8252.14
1163,920,464,2024-07-02,2,4126.07,8252.14
1745,355,464,2023-02-25,3,4126.07,12378.21
2249,887,464,2024-08-11,1,4126.07,4126.07
2310,784,464,2024-01-22,1,4126.07,4126.07
2594,355,464,2023-09-14,3,4126.07,12378.21
2682,476,464,2024-12-10,4,4126.07,16504.28
127,164,280,2024-08-28,4,7851.86,31407.44
1494,345,280,2023-08-12,2,7851.86,15703.72
2319,34,280,2023-01-21,3,7851.86,23555.579999999998
128,994,432,2023-06-23,2,700.23,1400.46
253,378,432,2024-01-18,2,700.23,1400.46
591,606,432,2023-08-27,2,700.23,1400.46
2503,78,432,2024-05-25,2,700.23,1400.46
129,989,487,2024-11-07,3,7835.35,23506.050000000003
156,825,487,2024-11-11,4,7835.35,31341.4
427,681,487,2024-08-27,1,7835.35,7835.35
696,196,487,2024-01-17,4,7835.35,31341.4
1168,928,487,2023-12-03,3,7835.35,23506.050000000003
1582,911,487,2023-02-10,2,7835.35,15670.7
2098,902,487,2024-04-08,3,7835.35,23506.050000000003
2281,71,487,2024-04-26,4,7835.35,31341.4
130,536,94,2023-04-25,2,4200.09,8400.18
670,823,94,2023-08-28,3,4200.09,12600.27
1071,999,94,2023-03-06,4,4200.09,16800.36
2484,201,94,2023-09-15,2,4200.09,8400.18
132,4,269,2023-01-31,2,9176.24,18352.48
642,420,269,2024-01-10,4,9176.24,36704.96
1203,540,269,2024-01-28,3,9176.24,27528.72
2129,388,269,2024-11-18,3,9176.24,27528.72
2970,891,269,2023-09-26,3,9176.24,27528.72
135,953,148,2024-01-12,2,3599.26,7198.52
271,337,148,2024-03-12,1,3599.26,3599.26
700,312,148,2024-05-22,2,3599.26,7198.52
1172,235,148,2024-07-27,3,3599.26,10797.78
1998,388,148,2023-01-02,2,3599.26,7198.52
2318,471,148,2024-09-30,4,3599.26,14397.04
136,433,118,2023-05-10,1,8401.64,8401.64
1148,459,118,2023-05-30,4,8401.64,33606.56
1162,462,118,2024-01-06,3,8401.64,25204.92
1927,857,118,2023-06-06,2,8401.64,16803.28
137,471,338,2024-09-08,3,7564.83,22694.489999999998
139,248,338,2023-01-02,1,7564.83,7564.83
174,511,338,2023-04-14,2,7564.83,15129.66
613,691,338,2023-04-28,2,7564.83,15129.66
1098,517,338,2024-03-13,2,7564.83,15129.66
1123,893,338,2023-01-26,4,7564.83,30259.32
1329,234,338,2023-05-19,3,7564.83,22694.489999999998
2375,339,338,2024-09-19,2,7564.83,15129.66
140,628,66,2023-04-11,2,1739.72,3479.44
1215,170,66,2023-10-08,2,1739.72,3479.44
2184,494,66,2024-07-24,3,1739.72,5219.16
2240,474,66,2023-04-22,1,1739.72,1739.72
2370,163,66,2023-06-15,3,1739.72,5219.16
2552,699,66,2023-05-23,2,1739.72,3479.44
2686,877,66,2024-03-06,1,1739.72,1739.72
141,279,458,2024-06-16,2,5319.6,10639.2
2142,193,458,2024-08-29,4,5319.6,21278.4
2211,844,458,2023-05-02,2,5319.6,10639.2
2397,129,458,2023-01-08,2,5319.6,10639.2
2417,618,458,2024-11-25,3,5319.6,15958.800000000001
2589,847,458,2023-12-31,1,5319.6,5319.6
142,877,301,2023-02-27,2,1248.62,2497.24
242,895,301,2024-09-04,1,1248.62,1248.62
267,340,301,2024-10-26,3,1248.62,3745.8599999999997
1185,541,301,2024-10-05,1,1248.62,1248.62
2317,787,301,2024-09-15,1,1248.62,1248.62
2584,855,301,2023-06-14,2,1248.62,2497.24
2746,666,301,2024-05-16,2,1248.62,2497.24
143,581,370,2024-01-24,4,4036.71,16146.84
753,599,370,2024-08-26,4,4036.71,16146.84
794,247,370,2023-02-14,1,4036.71,4036.71
1455,972,370,2023-07-24,4,4036.71,16146.84
146,181,76,2023-01-20,3,7938.03,23814.09
175,420,76,2023-06-10,1,7938.03,7938.03
1134,480,76,2023-04-01,4,7938.03,31752.12
1515,672,76,2024-05-24,3,7938.03,23814.09
1686,407,76,2023-11-20,1,7938.03,7938.03
1759,472,76,2024-06-11,4,7938.03,31752.12
1997,146,76,2024-03-09,3,7938.03,23814.09
2408,721,76,2024-11-19,4,7938.03,31752.12
148,681,461,2023-11-13,1,1178.04,1178.04
505,790,461,2024-12-18,3,1178.04,3534.12
630,850,461,2024-10-01,3,1178.04,3534.12
762,401,461,2023-07-11,4,1178.04,4712.16
939,59,461,2024-08-23,3,1178.04,3534.12
1244,833,461,2024-03-01,4,1178.04,4712.16
1584,273,461,2024-10-03,3,1178.04,3534.12
1741,494,461,2023-10-26,3,1178.04,3534.12
1809,351,461,2024-12-10,2,1178.04,2356.08
1918,735,461,2024-09-17,1,1178.04,1178.04
2166,175,461,2023-03-09,4,1178.04,4712.16
2513,280,461,2023-09-23,3,1178.04,3534.12
2797,273,461,2024-09-30,3,1178.04,3534.12
149,825,114,2023-02-07,1,4831.0,4831.0
866,380,114,2024-12-02,3,4831.0,14493.0
1029,716,114,2024-03-30,1,4831.0,4831.0
1755,609,114,2024-03-17,1,4831.0,4831.0
2278,400,114,2023-05-12,4,4831.0,19324.0
2407,607,114,2024-08-14,3,4831.0,14493.0
2759,269,114,2023-09-07,3,4831.0,14493.0
2781,540,114,2023-08-22,2,4831.0,9662.0
2821,217,114,2024-12-28,1,4831.0,4831.0
2910,858,114,2024-03-15,2,4831.0,9662.0
152,700,439,2024-01-21,1,4214.86,4214.86
176,751,439,2023-07-19,2,4214.86,8429.72
212,32,439,2023-08-15,4,4214.86,16859.44
337,151,439,2024-05-18,3,4214.86,12644.579999999998
478,73,439,2024-01-01,2,4214.86,8429.72
520,897,439,2024-01-02,3,4214.86,12644.579999999998
720,177,439,2024-08-24,2,4214.86,8429.72
745,414,439,2024-01-27,4,4214.86,16859.44
827,944,439,2024-05-26,1,4214.86,4214.86
1733,308,439,2024-05-10,4,4214.86,16859.44
1912,438,439,2023-08-05,3,4214.86,12644.579999999998
2192,355,439,2024-02-21,4,4214.86,16859.44
2658,131,439,2024-06-12,1,4214.86,4214.86
153,566,203,2024-09-24,4,9906.41,39625.64
1040,371,203,2023-05-08,4,9906.41,39625.64
1074,207,203,2024-04-11,2,9906.41,19812.82
1979,6,203,2023-11-24,3,9906.41,29719.23
2362,607,203,2024-08-05,3,9906.41,29719.23
157,650,309,2023-11-19,1,8767.56,8767.56
1352,925,309,2024-04-21,1,8767.56,8767.56
1465,525,309,2024-04-20,3,8767.56,26302.68
1496,830,309,2023-09-21,2,8767.56,17535.12
1595,474,309,2024-12-05,3,8767.56,26302.68
1667,268,309,2023-06-01,1,8767.56,8767.56
158,680,26,2024-05-27,4,1245.8,4983.2
525,46,26,2023-07-02,1,1245.8,1245.8
886,718,26,2023-10-24,2,1245.8,2491.6
1116,230,26,2023-07-06,4,1245.8,4983.2
1183,68,26,2023-07-21,1,1245.8,1245.8
1571,938,26,2024-01-11,4,1245.8,4983.2
2428,818,26,2024-02-29,1,1245.8,1245.8
2632,344,26,2023-09-06,2,1245.8,2491.6
2880,31,26,2023-03-08,3,1245.8,3737.3999999999996
2936,423,26,2024-10-01,3,1245.8,3737.3999999999996
2956,135,26,2023-12-28,1,1245.8,1245.8
159,391,238,2023-01-13,4,7130.09,28520.36
1242,918,238,2024-12-16,1,7130.09,7130.09
1306,439,238,2023-02-12,4,7130.09,28520.36
1871,345,238,2023-07-30,4,7130.09,28520.36
2261,465,238,2023-03-08,3,7130.09,21390.27
2711,439,238,2024-02-29,3,7130.09,21390.27
160,615,14,2024-07-13,4,5540.88,22163.52
660,256,14,2023-05-20,3,5540.88,16622.64
1093,893,14,2023-11-07,3,5540.88,16622.64
1299,296,14,2023-12-22,1,5540.88,5540.88
1300,986,14,2023-02-23,1,5540.88,5540.88
1364,50,14,2024-06-21,2,5540.88,11081.76
1968,445,14,2023-01-25,1,5540.88,5540.88
2506,527,14,2023-03-22,1,5540.88,5540.88
161,934,374,2024-01-06,3,2276.07,6828.210000000001
458,20,374,2024-05-25,2,2276.07,4552.14
2215,54,374,2023-09-24,3,2276.07,6828.210000000001
2284,381,374,2024-07-19,1,2276.07,2276.07
2492,60,374,2024-12-05,4,2276.07,9104.28
2810,618,374,2023-08-09,1,2276.07,2276.07
2875,528,374,2023-12-17,4,2276.07,9104.28
164,212,216,2024-08-28,3,8855.8,26567.399999999998
472,918,216,2024-08-17,2,8855.8,17711.6
732,547,216,2024-06-01,4,8855.8,35423.2
1056,61,216,2024-02-26,1,8855.8,8855.8
1205,191,216,2024-09-14,4,8855.8,35423.2
1376,808,216,2024-02-23,3,8855.8,26567.399999999998
1734,570,216,2023-09-10,3,8855.8,26567.399999999998
1962,774,216,2023-03-01,2,8855.8,17711.6
2198,459,216,2024-02-21,2,8855.8,17711.6
2512,871,216,2023-08-01,3,8855.8,26567.399999999998
2580,773,216,2024-12-18,1,8855.8,8855.8
2668,73,216,2023-01-22,2,8855.8,17711.6
2998,433,216,2023-09-06,1,8855.8,8855.8
165,515,233,2023-09-18,2,1218.02,2436.04
1175,515,233,2024-11-03,4,1218.02,4872.08
1896,700,233,2023-03-14,3,1218.02,3654.06
166,384,193,2023-07-24,2,402.44,804.88
789,234,193,2023-02-13,1,402.44,402.44
1822,578,193,2024-06-21,1,402.44,402.44
1890,585,193,2023-01-13,4,402.44,1609.76
2377,181,193,2024-06-28,1,402.44,402.44
2607,291,193,2023-07-07,3,402.44,1207.32
167,691,51,2024-11-27,4,8631.25,34525.0
1255,943,51,2023-05-18,2,8631.25,17262.5
1395,420,51,2023-05-12,2,8631.25,17262.5
1399,36,51,2024-07-03,4,8631.25,34525.0
1730,676,51,2023-04-15,3,8631.25,25893.75
2122,447,51,2024-06-26,2,8631.25,17262.5
2391,302,51,2024-10-22,3,8631.25,25893.75
169,815,375,2024-01-22,2,1402.03,2804.06
451,939,375,2024-03-16,4,1402.03,5608.12
860,387,375,2023-12-19,2,1402.03,2804.06
1390,60,375,2024-02-25,4,1402.03,5608.12
2313,950,375,2024-02-12,2,1402.03,2804.06
2799,720,375,2023-05-15,1,1402.03,1402.03
170,964,214,2024-04-12,2,8237.07,16474.14
213,443,214,2024-04-18,2,8237.07,16474.14
463,108,214,2024-05-04,2,8237.07,16474.14
550,73,214,2024-04-07,1,8237.07,8237.07
717,389,214,2023-06-30,1,8237.07,8237.07
1326,179,214,2023-05-27,3,8237.07,24711.21
1752,210,214,2023-11-13,2,8237.07,16474.14
1993,710,214,2023-02-18,4,8237.07,32948.28
2119,624,214,2023-06-27,4,8237.07,32948.28
2265,520,214,2024-04-14,4,8237.07,32948.28
171,988,151,2024-02-19,1,7484.01,7484.01
222,726,151,2023-07-05,3,7484.01,22452.03
429,82,151,2024-01-14,1,7484.01,7484.01
612,776,151,2023-02-25,2,7484.01,14968.02
976,830,151,2024-09-18,1,7484.01,7484.01
1534,712,151,2023-01-20,2,7484.01,14968.02
1574,276,151,2024-04-27,2,7484.01,14968.02
1585,920,151,2023-01-23,2,7484.01,14968.02
1773,375,151,2023-09-26,3,7484.01,22452.03
173,38,275,2024-04-16,4,7245.04,28980.16
1130,299,275,2023-05-10,4,7245.04,28980.16
1486,227,275,2023-06-07,3,7245.04,21735.12
1924,247,275,2023-10-09,3,7245.04,21735.12
2925,357,275,2023-09-12,1,7245.04,7245.04
180,343,187,2023-01-16,1,404.82,404.82
587,161,187,2023-05-01,2,404.82,809.64
896,693,187,2023-12-25,3,404.82,1214.46
1023,40,187,2023-10-29,1,404.82,404.82
1229,888,187,2023-01-14,1,404.82,404.82
2332,743,187,2024-06-04,1,404.82,404.82
2908,383,187,2024-03-08,3,404.82,1214.46
181,826,289,2024-05-12,3,9315.78,27947.340000000004
1411,376,289,2023-08-27,4,9315.78,37263.12
1444,106,289,2024-10-09,4,9315.78,37263.12
2276,926,289,2024-03-31,2,9315.78,18631.56
2817,506,289,2023-01-26,3,9315.78,27947.340000000004
2947,271,289,2023-04-25,2,9315.78,18631.56
182,306,403,2023-11-28,4,6072.59,24290.36
321,525,403,2024-09-04,2,6072.59,12145.18
331,458,403,2023-09-01,4,6072.59,24290.36
861,207,403,2024-01-31,1,6072.59,6072.59
1482,211,403,2023-05-23,4,6072.59,24290.36
1783,630,403,2023-12-19,4,6072.59,24290.36
183,542,28,2024-12-17,2,1801.3,3602.6
204,661,28,2023-11-01,2,1801.3,3602.6
277,109,28,2023-08-14,2,1801.3,3602.6
1683,725,28,2023-12-28,2,1801.3,3602.6
2592,245,28,2023-05-04,3,1801.3,5403.9
2648,849,28,2024-09-19,4,1801.3,7205.2
184,702,379,2024-07-04,1,3887.55,3887.55
562,212,379,2023-01-08,4,3887.55,15550.2
882,947,379,2024-06-14,2,3887.55,7775.1
1511,551,379,2023-11-28,2,3887.55,7775.1
2006,556,379,2024-10-04,3,3887.55,11662.650000000001
185,869,180,2024-08-23,4,688.77,2755.08
989,583,180,2023-12-07,3,688.77,2066.31
1250,616,180,2024-11-09,3,688.77,2066.31
1425,266,180,2024-12-12,4,688.77,2755.08
1435,343,180,2024-12-02,4,688.77,2755.08
2183,490,180,2024-04-23,1,688.77,688.77
2678,909,180,2024-11-15,2,688.77,1377.54
186,537,253,2023-09-13,2,4219.6,8439.2
604,686,253,2024-09-21,3,4219.6,12658.800000000001
657,205,253,2024-06-28,2,4219.6,8439.2
1191,573,253,2024-12-06,1,4219.6,4219.6
1363,276,253,2023-06-08,2,4219.6,8439.2
2827,169,253,2024-02-04,2,4219.6,8439.2
187,112,126,2024-12-28,3,8323.82,24971.46
199,528,126,2023-08-02,4,8323.82,33295.28
314,339,126,2024-05-10,3,8323.82,24971.46
518,164,126,2023-09-15,4,8323.82,33295.28
836,295,126,2024-06-19,3,8323.82,24971.46
1000,991,126,2023-08-04,3,8323.82,24971.46
2394,927,126,2023-01-09,2,8323.82,16647.64
2818,422,126,2024-01-30,1,8323.82,8323.82
2882,421,126,2024-10-28,1,8323.82,8323.82
188,411,177,2023-06-21,1,8085.23,8085.23
269,245,177,2024-10-10,4,8085.23,32340.92
1135,573,177,2024-01-28,3,8085.23,24255.69
1469,40,177,2023-03-18,3,8085.23,24255.69
1735,288,177,2023-10-22,2,8085.23,16170.46
2415,988,177,2024-05-20,4,8085.23,32340.92
2965,955,177,2023-01-08,4,8085.23,32340.92
189,947,37,2024-10-10,4,4543.65,18174.6
414,569,37,2023-01-24,1,4543.65,4543.65
1781,920,37,2024-05-24,3,4543.65,13630.949999999999
2493,578,37,2024-04-09,3,4543.65,13630.949999999999
191,185,99,2024-04-15,2,1387.47,2774.94
376,118,99,2023-04-11,2,1387.47,2774.94
406,760,99,2023-10-10,2,1387.47,2774.94
455,669,99,2023-04-02,1,1387.47,1387.47
599,164,99,2024-11-19,1,1387.47,1387.47
829,205,99,2024-01-31,4,1387.47,5549.88
1614,13,99,2023-05-28,3,1387.47,4162.41
1980,709,99,2024-03-08,4,1387.47,5549.88
2379,834,99,2024-08-14,2,1387.47,2774.94
2715,42,99,2023-12-14,1,1387.47,1387.47
192,382,98,2024-01-19,2,4929.73,9859.46
651,63,98,2023-04-03,2,4929.73,9859.46
841,71,98,2023-07-28,4,4929.73,19718.92
1207,901,98,2024-09-08,2,4929.73,9859.46
1661,974,98,2024-02-04,4,4929.73,19718.92
1732,269,98,2024-06-05,1,4929.73,4929.73
2304,838,98,2023-08-06,1,4929.73,4929.73
2807,217,98,2023-01-03,3,4929.73,14789.189999999999
2917,712,98,2024-10-30,2,4929.73,9859.46
193,496,127,2024-11-20,4,5493.79,21975.16
1027,606,127,2023-06-19,3,5493.79,16481.37
1526,643,127,2024-08-09,2,5493.79,10987.58
1555,308,127,2024-05-09,1,5493.79,5493.79
1868,552,127,2023-12-05,2,5493.79,10987.58
1900,988,127,2023-10-01,4,5493.79,21975.16
194,379,483,2024-08-11,2,7753.58,15507.16
2153,76,483,2023-11-07,1,7753.58,7753.58
2614,607,483,2024-08-24,3,7753.58,23260.739999999998
195,47,168,2024-11-30,1,6096.98,6096.98
248,423,168,2024-06-06,3,6096.98,18290.94
293,43,168,2024-05-10,4,6096.98,24387.92
367,140,168,2024-04-24,4,6096.98,24387.92
885,199,168,2023-08-17,4,6096.98,24387.92
1072,437,168,2023-10-17,1,6096.98,6096.98
1728,177,168,2023-05-15,3,6096.98,18290.94
2157,530,168,2024-06-16,3,6096.98,18290.94
196,886,80,2024-05-21,4,5357.74,21430.96
498,315,80,2023-03-15,1,5357.74,5357.74
